change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
44174,0,64,0,65,540,15,3,11,9,605,'2008-07-30 15:48:00+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/namespaceregistryimpl.java,299,0,65,0
44179,38,1,15,58,538,15,3,19,13,605,'2008-07-30 15:48:00+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/searchmanager.java,299,48,10,0
44185,0,104,0,105,105,15,3,2,0,605,'2008-07-30 15:48:00+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/namespaceregistryimpltest.java,299,0,105,0
44189,0,1,0,1,43,15,3,4,1,605,'2008-07-30 15:48:00+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/testall.java,0,0,1,0
44200,16,0,8,28,918,14,1,10,7,472,'2008-08-04 14:44:14+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/indexingconfigurationimpl.java,113,23,5,0
44209,10,0,0,11,85,14,1,1,1,16,'2008-08-04 14:44:14+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/indexingruletest.java,113,11,0,1
44228,0,14,8,25,443,12,3,5,2,612,'2008-08-06 12:18:08+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/itemstate.java,316,3,22,0
44235,0,44,2,50,1549,12,3,13,8,612,'2008-08-06 12:18:08+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/nodestate.java,316,1,49,1
44245,0,129,0,133,373,12,3,9,7,612,'2008-08-06 12:18:08+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/propertystate.java,0,0,133,0
44256,0,0,11,14,747,9,1,4,1,616,'2008-08-11 09:48:34+00:00',jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/util/text.java,90,4,10,0
44262,39,0,0,40,106,9,1,4,1,616,'2008-08-11 09:48:34+00:00',jackrabbit-jcr-commons/src/test/java/org/apache/jackrabbit/util/texttest.java,90,40,0,1
44273,20,0,2,24,949,13,3,5,1,626,'2008-08-20 13:12:44+00:00',jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/jcr/defaultitemcollection.java,158,23,1,1
44280,0,3,4,11,348,13,3,2,0,626,'2008-08-20 13:12:44+00:00',jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/jcr/defaultitemresource.java,158,4,7,0
44288,66,0,0,67,24,13,3,0,0,0,'2008-08-20 13:12:44+00:00',jackrabbit-jcr-server/src/main/java/org/apache/jackrabbit/webdav/jcr/jcrvaluetype.java,0,67,0,0
44294,0,0,2,2,753,23,5,11,8,628,'2008-08-22 23:56:56+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/config/repositoryconfigurationparser.java,0,1,1,0
44306,126,0,0,127,133,15,3,0,0,0,'2008-08-27 15:14:48+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/query/skipdeniednodestest.java,153,127,0,0
