change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
19366,0,17,0,18,796,19,4,19,8,237,'2006-02-23 19:25:57+00:00',exa/exa_render.c,0,0,18,0
19420,0,0,13,16,2983,23,2,11,1,837,'2006-02-28 23:07:09+00:00',hw/xfree86/common/xf86helper.c,0,6,10,0
19361,11,0,0,14,362,16,3,12,0,830,'2006-02-22 16:29:07+00:00',gl/glx/render2swap.c,0,14,0,0
19379,2,0,0,2,726,1,6,10,2,833,'2006-02-25 01:17:10+00:00',hw/xfree86/common/xf86pciinfo.h,0,2,0,0
19388,15,0,0,16,435,5,2,33,10,241,'2006-02-28 05:20:20+00:00',exa/exa.c,57,16,0,0
19396,0,0,15,17,268,5,2,9,0,241,'2006-02-28 05:20:20+00:00',exa/exa.h,0,5,12,0
19480,0,0,2,3,174,21,1,12,3,583,'2006-03-06 21:00:09+00:00',miext/cw/cw.h,50,2,1,0
19486,1,0,0,1,1970,21,1,31,7,843,'2006-03-06 21:00:09+00:00',render/picture.c,0,1,0,0
19509,0,1,0,1,443,23,2,14,7,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86.h,568,0,1,0
19517,1,5,19,32,129,23,2,7,1,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86doprobe.c,568,13,19,0
19526,66,35,100,219,2979,23,2,12,1,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86helper.c,568,128,91,0
19533,0,2,2,5,2032,23,2,33,10,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86init.c,568,1,4,0
19541,0,1,0,1,228,23,2,10,6,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86priv.h,568,0,1,0
19549,0,28,8,39,3450,23,2,17,4,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86pcibus.c,568,5,34,0
19557,22,0,0,25,1141,23,2,13,3,844,'2006-03-07 23:58:22+00:00',hw/xfree86/common/xf86str.h,568,25,0,0
19565,0,1,0,1,1181,23,2,20,3,844,'2006-03-07 23:58:22+00:00',hw/xfree86/loader/xf86sym.c,0,0,1,0
19581,1,0,2,4,306,7,5,3,1,846,'2006-03-10 07:58:27+00:00',hw/xfree86/parser/keyboard.c,181,3,1,0
19589,11,0,24,46,513,7,5,3,1,846,'2006-03-10 07:58:27+00:00',hw/xfree86/parser/layout.c,181,34,12,0
19597,1,0,2,4,236,7,5,3,1,846,'2006-03-10 07:58:27+00:00',hw/xfree86/parser/pointer.c,0,3,1,0
19613,0,0,14,14,0,2,6,9,2,847,'2006-03-11 02:43:51+00:00',hw/xfree86/utils/xorgcfg/help.c,0,7,7,0
19628,1,4,124,166,705,3,0,14,0,253,'2006-03-12 03:04:52+00:00',exa/exa.h,0,85,81,0
19656,6,0,2,9,926,19,2,1,1,2,'2006-03-14 19:32:27+00:00',gl/glx/glxdri.c,0,8,1,0
19418,0,6,0,7,1482,16,2,11,4,837,'2006-02-28 16:55:26+00:00',xkb/maprules.c,0,0,7,0
19427,0,0,2,2,261,16,3,10,0,243,'2006-03-01 16:28:34+00:00',exa/exa.h,162,1,1,0
19435,123,0,0,125,784,16,3,33,7,243,'2006-03-01 16:28:34+00:00',exa/exa_accel.c,0,125,0,0
19451,0,0,25,26,799,9,5,10,3,828,'2006-03-03 09:54:54+00:00',hw/xwin/winprefs.c,0,25,1,0
19462,4,0,0,5,5813,16,0,2,1,52,'2006-03-05 16:32:40+00:00',gl/glx/indirect_dispatch_swap.c,38,5,0,0
19469,4,0,0,5,201,16,0,3,1,52,'2006-03-05 16:32:40+00:00',gl/glx/indirect_util.c,0,5,0,0
19485,0,0,27,31,2202,16,2,10,4,843,'2006-03-07 16:00:57+00:00',hw/xfree86/common/xf86mode.c,0,18,13,0
19501,27,0,0,28,340,20,2,1,1,0,'2006-03-07 20:06:15+00:00',hw/kdrive/ephyr/ephyr_draw.c,0,28,0,0
19523,0,0,2,2,1445,3,3,7,2,844,'2006-03-08 03:32:07+00:00',hw/xfree86/common/xf86fbman.c,0,1,1,0
19559,0,0,18,20,792,1,5,11,2,846,'2006-03-10 01:22:26+00:00',hw/xfree86/os-support/bsd/bsd_mouse.c,0,10,10,0
19573,6,0,5,13,702,7,5,13,0,251,'2006-03-10 07:45:25+00:00',exa/exa.h,0,8,5,0
19594,2,1,0,5,522,21,5,36,12,252,'2006-03-10 21:32:34+00:00',exa/exa.c,0,3,2,0
19617,9,0,12,35,0,2,6,21,9,847,'2006-03-11 02:10:14+00:00',hw/vfb/initoutput.c,157,24,11,0
19641,2,1,1,29,2334,1,1,19,5,849,'2006-03-13 01:54:59+00:00',gl/glx/glxcmds.c,0,0,0,0
19649,0,0,1,4,953,1,1,14,4,849,'2006-03-13 01:54:59+00:00',gl/glx/glxcmdsswap.c,0,0,0,0
19657,2,1,0,17,257,1,1,11,3,849,'2006-03-13 01:54:59+00:00',gl/glx/glxutil.c,0,0,0,0
19664,0,0,2,16,517,1,1,1,1,1,'2006-03-13 01:54:59+00:00',gl/glx/glxvisuals.c,0,0,0,0
19672,1,0,0,7,433,1,1,6,2,634,'2006-03-13 01:54:59+00:00',gl/mesa/x/xf86glx.c,0,0,0,0
19690,55,0,0,64,523,0,3,38,13,256,'2006-03-15 00:13:52+00:00',exa/exa.c,181,64,0,1
19698,7,0,0,9,709,0,3,15,0,256,'2006-03-15 00:13:52+00:00',exa/exa.h,0,9,0,0
19717,0,0,2,2,2082,3,3,28,5,851,'2006-03-15 03:18:42+00:00',hw/xfree86/dri/dri.c,0,1,1,0
19735,0,0,2,2,1510,16,3,12,1,851,'2006-03-15 16:11:34+00:00',hw/xfree86/loader/loader.c,0,1,1,0
19751,0,0,2,2,258,16,3,6,3,594,'2006-03-15 16:33:12+00:00',xfixes/xfixes.c,0,1,1,0
19767,2,0,0,3,409,16,3,37,10,257,'2006-03-15 16:59:45+00:00',exa/exa_migration.c,0,3,0,0
19450,7,0,0,7,1035,9,5,20,6,828,'2006-03-03 09:50:55+00:00',hw/xwin/winmultiwindowwndproc.c,119,7,0,0
19458,16,0,0,18,1273,9,5,17,6,839,'2006-03-03 09:50:55+00:00',hw/xwin/winwndproc.c,0,18,0,0
19477,0,0,2,3,850,16,0,10,3,841,'2006-03-05 16:43:10+00:00',hw/xfree86/dixmods/extmod/xf86misc.c,0,2,1,0
19499,0,515,0,516,516,19,2,32,7,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa.c,3888,0,516,0
19502,0,264,0,265,265,19,2,8,1,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa.h,3888,0,265,0
19508,0,788,0,789,789,19,2,32,7,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa_accel.c,3888,0,789,0
19510,0,312,0,313,313,19,2,33,7,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa_migration.c,3888,0,313,0
19516,0,404,0,405,405,19,2,13,4,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa_offscreen.c,3888,0,405,0
19520,0,368,0,369,369,19,2,12,1,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa_priv.h,3888,0,369,0
19525,0,797,0,798,798,19,2,18,2,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa_render.c,3888,0,798,0
19528,0,356,0,357,357,19,2,8,2,249,'2006-03-07 19:49:31+00:00',hw/xfree86/exa/exa_unaccel.c,0,0,357,0
19543,43,0,24,82,458,23,4,35,11,251,'2006-03-09 23:18:15+00:00',exa/exa.c,944,73,9,1
19550,260,2,232,538,254,23,4,12,0,251,'2006-03-09 23:18:15+00:00',exa/exa.h,944,493,45,0
19558,45,0,0,49,400,23,4,15,8,251,'2006-03-09 23:18:15+00:00',exa/exa_offscreen.c,944,49,0,0
19566,2,0,0,3,369,23,4,13,2,251,'2006-03-09 23:18:15+00:00',exa/exa_priv.h,0,3,0,0
19586,1,1,0,3,561,8,5,9,1,846,'2006-03-10 08:03:24+00:00',hw/xfree86/int10/generic.c,0,2,1,0
19603,2,1,9,16,875,21,5,11,4,556,'2006-03-10 21:36:24+00:00',hw/kdrive/ephyr/ephyr.c,212,12,4,0
19610,0,1,26,30,380,21,5,3,2,3,'2006-03-10 21:36:24+00:00',hw/kdrive/ephyr/ephyr_draw.c,212,5,25,0
19618,11,0,12,24,802,21,5,16,8,556,'2006-03-10 21:36:24+00:00',hw/kdrive/ephyr/hostx.c,212,18,6,0
19626,0,0,2,2,155,21,5,7,2,556,'2006-03-10 21:36:24+00:00',hw/kdrive/ephyr/hostx.h,0,1,1,0
19640,23,0,0,25,565,21,1,6,1,590,'2006-03-13 21:59:55+00:00',composite/compalloc.c,1134,25,0,0
19646,292,1,0,301,409,21,1,3,1,590,'2006-03-13 21:59:55+00:00',composite/compext.c,1134,300,1,0
19655,30,0,0,33,390,21,1,7,1,590,'2006-03-13 21:59:55+00:00',composite/compinit.c,1134,33,0,1
19663,50,0,0,54,260,21,1,7,1,590,'2006-03-13 21:59:55+00:00',composite/compint.h,1134,54,0,0
19671,49,0,0,51,755,21,1,9,2,590,'2006-03-13 21:59:55+00:00',composite/compwindow.c,1134,51,0,0
19504,14,0,14,30,165,19,2,4,2,553,'2006-03-07 19:57:46+00:00',hw/kdrive/ephyr/ephyr.h,505,29,1,0
19512,339,0,0,340,531,19,2,0,0,0,'2006-03-07 19:57:46+00:00',hw/kdrive/ephyr/ephyr_draw.c,505,340,0,1
19519,8,0,0,9,194,19,2,6,2,553,'2006-03-07 19:57:46+00:00',hw/kdrive/ephyr/ephyrinit.c,0,9,0,0
19537,28,22,26,89,451,6,4,34,10,250,'2006-03-09 06:04:07+00:00',exa/exa.c,1210,48,41,0
19544,0,12,22,41,261,6,4,11,0,250,'2006-03-09 06:04:07+00:00',exa/exa.h,1210,17,24,0
19552,0,0,182,234,909,6,4,34,7,250,'2006-03-09 06:04:07+00:00',exa/exa_accel.c,1210,114,120,1
19560,0,0,31,38,311,6,4,34,8,250,'2006-03-09 06:04:07+00:00',exa/exa_migration.c,1210,19,19,0
19568,0,0,32,36,400,6,4,14,7,250,'2006-03-09 06:04:07+00:00',exa/exa_offscreen.c,1210,18,18,0
19575,0,0,58,68,778,6,4,20,8,250,'2006-03-09 06:04:07+00:00',exa/exa_render.c,1210,33,35,0
19582,0,0,2,2,193,6,4,5,2,554,'2006-03-09 06:04:07+00:00',hw/kdrive/ephyr/ephyr.h,1210,1,1,0
19590,4,0,41,64,368,6,4,2,1,1,'2006-03-09 06:04:07+00:00',hw/kdrive/ephyr/ephyr_draw.c,1210,38,26,1
19598,0,0,2,2,161,6,4,1,0,21,'2006-03-09 06:04:07+00:00',hw/xfree86/exa/examodule.c,0,1,1,0
19627,4,0,0,6,102,0,0,13,0,848,'2006-03-12 00:11:34+00:00',gl/glx/g_disptab.h,8153,6,0,0
19634,1,0,0,1,76,0,0,9,0,848,'2006-03-12 00:11:34+00:00',gl/glx/global.c,8153,1,0,0
19642,0,295,0,296,296,0,0,8,0,848,'2006-03-12 00:11:34+00:00',gl/glx/glxbuf.c,8153,0,296,0
19647,0,56,0,57,57,0,0,8,0,848,'2006-03-12 00:11:34+00:00',gl/glx/glxbuf.h,8153,0,57,0
19651,214,42,59,330,2162,0,0,18,4,848,'2006-03-12 00:11:34+00:00',gl/glx/glxcmds.c,8153,251,79,1
19659,74,0,0,78,875,0,0,13,3,848,'2006-03-12 00:11:34+00:00',gl/glx/glxcmdsswap.c,8153,78,0,1
19667,0,1,41,50,164,0,0,9,1,848,'2006-03-12 00:11:34+00:00',gl/glx/glxcontext.h,8153,33,17,0
19675,0,6,23,35,112,0,0,9,0,848,'2006-03-12 00:11:34+00:00',gl/glx/glxdrawable.h,8153,10,25,0
19683,925,0,0,926,1257,0,0,0,0,0,'2006-03-12 00:11:34+00:00',gl/glx/glxdri.c,8153,926,0,1
19688,84,7,108,213,512,0,0,14,1,848,'2006-03-12 00:11:34+00:00',gl/glx/glxext.c,8153,104,109,1
19448,0,0,6,7,478,9,5,9,3,828,'2006-03-03 09:43:42+00:00',hw/xwin/winmultiwindowicons.c,66,4,3,0
19456,0,0,2,2,476,9,5,5,2,619,'2006-03-03 09:43:42+00:00',hw/xwin/winwin32rootlesswindow.c,0,1,1,0
19527,1,0,0,1,1971,6,3,32,7,844,'2006-03-08 06:19:37+00:00',render/picture.c,0,1,0,0
19553,0,0,14,17,776,23,4,21,9,251,'2006-03-09 23:29:44+00:00',exa/exa_render.c,0,10,7,1
19572,0,0,2,2,1049,1,5,21,3,846,'2006-03-10 01:34:45+00:00',hw/xfree86/common/xf86configure.c,0,1,1,0
19588,0,0,2,2,1084,8,5,14,1,846,'2006-03-10 08:06:42+00:00',hw/xfree86/vbe/vbe.c,0,1,1,0
19604,0,0,2,2,0,1,6,8,2,847,'2006-03-11 01:58:32+00:00',hw/xfree86/utils/xorgcfg/options.c,0,1,1,0
19619,4,0,2,11,903,3,0,35,8,253,'2006-03-12 03:02:26+00:00',exa/exa_accel.c,0,10,1,0
19658,0,0,20,21,912,20,2,36,8,256,'2006-03-14 20:38:06+00:00',exa/exa_accel.c,162,1,20,0
19665,2,0,2,5,372,20,2,14,2,256,'2006-03-14 20:38:06+00:00',exa/exa_priv.h,162,4,1,0
19673,0,14,3,19,779,20,2,22,10,256,'2006-03-14 20:38:06+00:00',exa/exa_render.c,162,3,16,0
19680,27,0,0,28,357,20,2,8,3,256,'2006-03-14 20:38:06+00:00',exa/exa_unaccel.c,0,28,0,0
19699,1,0,0,2,587,1,3,39,14,256,'2006-03-15 01:20:08+00:00',exa/exa.c,304,2,0,1
19707,7,1,75,93,370,1,3,36,9,256,'2006-03-15 01:20:08+00:00',exa/exa_migration.c,304,66,27,1
19716,9,0,0,10,381,1,3,16,4,256,'2006-03-15 01:20:08+00:00',exa/exa_priv.h,304,10,0,1
19725,35,4,0,43,161,1,3,2,0,27,'2006-03-15 01:20:08+00:00',hw/xfree86/exa/examodule.c,0,38,5,1
19740,0,0,2,2,1377,16,3,12,2,851,'2006-03-15 16:16:24+00:00',hw/xfree86/loader/loadmod.c,0,1,1,0
19756,0,0,2,2,722,16,3,6,1,851,'2006-03-15 16:36:31+00:00',hw/xfree86/common/xf86vidmode.c,0,1,1,0
19800,29,0,4,38,589,18,4,40,15,258,'2006-03-16 18:43:55+00:00',exa/exa.c,595,35,3,0
19807,123,14,194,362,412,18,4,38,10,258,'2006-03-16 18:43:55+00:00',exa/exa_migration.c,595,206,156,1
19815,5,1,17,29,391,18,4,17,5,258,'2006-03-16 18:43:55+00:00',exa/exa_priv.h,0,21,8,0
19823,0,64,0,65,65,19,1,4,0,857,'2006-03-20 19:32:18+00:00',hw/xfree86/dixmods/cfb24module.c,143,0,65,0
19828,0,59,0,60,60,19,1,10,2,857,'2006-03-20 19:32:18+00:00',hw/xfree86/dixmods/laymodule.c,0,0,60,0
19889,0,6,24,44,934,22,3,5,2,10,'2006-03-22 22:49:52+00:00',gl/glx/glxdri.c,0,17,27,1
19908,0,0,100,102,3317,19,6,12,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86bus.c,7477,51,51,0
19916,0,0,4,4,1049,19,6,22,3,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86configure.c,7477,2,2,0
19925,0,0,2,2,788,19,6,6,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86cursor.c,7477,1,1,0
19933,0,0,44,44,1267,19,6,13,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86dga.c,7477,22,22,0
19940,0,0,10,10,222,19,6,9,3,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86dpms.c,7477,5,5,0
19946,0,0,16,18,197,19,6,6,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86debug.c,7477,9,9,0
19954,0,0,24,24,1865,19,6,24,6,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86events.c,7477,12,12,0
19963,0,0,10,12,254,19,6,14,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86globals.c,7477,6,6,0
19972,0,0,158,158,3016,19,6,13,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86helper.c,7477,79,79,0
19979,0,0,6,6,2029,19,6,35,10,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86init.c,7477,3,3,0
19987,0,0,4,4,507,19,6,7,3,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86io.c,7477,2,2,0
19994,0,0,26,26,656,19,6,7,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86miscext.c,7477,13,13,0
20002,0,0,26,26,2207,19,6,11,5,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86mode.c,7477,13,13,0
20010,0,0,84,84,884,19,6,6,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86option.c,7477,42,42,0
20018,0,0,6,6,438,19,6,30,12,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86randr.c,7477,3,3,0
20026,0,0,4,4,81,19,6,2,0,851,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86versions.c,7477,2,2,0
20033,0,0,58,58,722,19,6,7,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86vidmode.c,7477,29,29,0
20042,0,0,36,36,1516,19,6,10,4,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86xinput.c,7477,18,18,1
20049,0,0,10,10,1123,19,6,10,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86cmap.c,7477,5,5,0
20056,0,0,2,2,97,19,6,6,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86fbbus.c,7477,1,1,0
20064,0,0,34,34,1453,19,6,9,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86fbman.c,7477,17,17,0
20072,0,0,6,6,142,19,6,6,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86isabus.c,7477,3,3,0
20079,0,0,2,2,75,19,6,6,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86nobus.c,7477,1,1,0
20087,0,0,36,36,3421,19,6,18,4,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86pcibus.c,7477,18,18,0
20095,0,0,10,10,709,19,6,10,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86sbusbus.c,7477,5,5,0
20103,0,0,22,22,2050,19,6,11,3,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86xv.c,7477,11,11,0
20111,0,0,6,6,244,19,6,7,2,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xf86xvmc.c,7477,3,3,0
20119,0,0,12,12,180,19,6,8,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/common/xisb.c,7477,6,6,0
20125,0,0,6,6,25,19,6,7,0,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86addrestolist.c,7477,3,3,0
20133,0,0,2,2,21,19,6,10,0,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86allocscripi.c,7477,1,1,0
20141,0,0,2,2,25,19,6,11,0,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86drvmsg.c,7477,1,1,0
20148,0,0,2,2,25,19,6,11,0,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86drvmsgverb.c,7477,1,1,0
20156,0,0,2,2,34,19,6,12,1,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86errorf.c,7477,1,1,0
20164,0,0,2,2,25,19,6,11,0,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86errorfverb.c,7477,1,1,0
20172,0,0,2,2,23,19,6,10,0,862,'2006-03-25 19:52:05+00:00',hw/xfree86/dummylib/xf86getpagesize.c,7477,1,1,0
