change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
17746,1,0,3,5,711,14,1,18,8,333,'2011-02-14 14:14:10+00:00',lucene/src/test/org/apache/lucene/search/testmultitermconstantscore.java,0,4,1,0
17762,0,1054,0,1055,1055,9,2,2,0,285,'2011-02-15 09:24:06+00:00',modules/analysis/common/src/java/org/apache/lucene/analysis/shingle/shinglematrixfilter.java,1619,0,1055,0
17766,0,529,0,530,530,9,2,4,0,285,'2011-02-15 09:24:06+00:00',modules/analysis/common/src/test/org/apache/lucene/analysis/shingle/testshinglematrixfilter.java,0,0,530,0
17913,2,0,0,2,237,11,4,15,2,336,'2011-02-17 11:00:45+00:00',lucene/contrib/xml-query-parser/src/test/org/apache/lucene/xmlparser/testparser.java,1007,2,0,0
17922,18,0,14,36,441,11,4,3,2,18,'2011-02-17 11:00:45+00:00',lucene/src/java/org/apache/lucene/index/buffereddeletesstream.java,1007,30,6,0
17931,1,1,17,23,1018,11,4,29,15,336,'2011-02-17 11:00:45+00:00',lucene/src/java/org/apache/lucene/index/directoryreader.java,1007,16,7,0
17939,6,0,0,8,1208,11,4,36,20,336,'2011-02-17 11:00:45+00:00',lucene/src/java/org/apache/lucene/index/documentswriter.java,1007,8,0,0
17948,64,24,83,206,3727,11,4,88,53,336,'2011-02-17 11:00:45+00:00',lucene/src/java/org/apache/lucene/index/indexwriter.java,1007,133,73,1
17957,0,0,2,4,317,11,4,11,6,336,'2011-02-17 11:00:45+00:00',lucene/src/java/org/apache/lucene/index/mergepolicy.java,1007,2,2,0
17966,13,0,4,19,162,11,4,1,0,10,'2011-02-17 11:00:45+00:00',lucene/src/test-framework/org/apache/lucene/index/randomindexwriter.java,1007,17,2,0
17975,2,2,10,15,413,11,4,2,0,10,'2011-02-17 11:00:45+00:00',lucene/src/test-framework/org/apache/lucene/search/queryutils.java,1007,3,12,0
