change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
13125,0,0,2,2,1434,15,5,17,12,274,'2010-12-17 15:15:01+00:00',lucene/src/java/org/apache/lucene/index/indexreader.java,100,1,1,0
13134,1,2,40,47,274,15,5,5,2,254,'2010-12-17 15:15:01+00:00',lucene/src/java/org/apache/lucene/index/multifields.java,0,24,23,0
13145,0,53,0,56,533,19,6,4,3,275,'2010-12-18 19:14:55+00:00',lucene/src/java/org/apache/lucene/index/concurrentmergescheduler.java,321,0,56,0
13154,0,1,0,1,110,19,6,6,2,275,'2010-12-18 19:14:55+00:00',lucene/src/test/org/apache/lucene/testmergeschedulerexternal.java,321,0,1,0
13163,1,0,0,1,454,19,6,9,2,275,'2010-12-18 19:14:55+00:00',lucene/src/test/org/apache/lucene/search/testmultisearcher.java,321,1,0,0
13170,14,0,3,20,33,19,6,2,1,275,'2010-12-18 19:14:55+00:00',lucene/src/test/org/apache/lucene/search/testparallelmultisearcher.java,321,19,1,0
13179,5,0,6,16,1216,19,6,23,8,275,'2010-12-18 19:14:55+00:00',lucene/src/test/org/apache/lucene/search/testsort.java,321,13,3,0
13188,53,7,0,64,1114,19,6,60,28,275,'2010-12-18 19:14:55+00:00',lucene/src/test/org/apache/lucene/util/lucenetestcase.java,0,55,9,1
13198,64,0,30,108,186,16,1,7,5,55,'2010-12-20 16:41:51+00:00',lucene/src/java/org/apache/lucene/index/values/docvalues.java,225,98,10,0
13207,0,0,4,4,66,16,1,3,1,51,'2010-12-20 16:41:51+00:00',lucene/src/java/org/apache/lucene/index/values/sourcecache.java,0,2,2,0
13218,8,5,58,81,477,13,0,5,3,276,'2010-12-19 13:57:50+00:00',lucene/src/java/org/apache/lucene/index/concurrentmergescheduler.java,0,54,27,1
13228,5,8,58,81,504,17,0,6,4,276,'2010-12-19 17:07:24+00:00',lucene/src/java/org/apache/lucene/index/concurrentmergescheduler.java,0,27,54,1
13239,0,0,2,2,75,10,1,1,0,92,'2010-12-20 10:49:02+00:00',lucene/src/java/org/apache/lucene/index/codecs/termsindexreaderbase.java,0,1,1,0
13249,0,0,2,2,417,10,1,4,2,277,'2010-12-20 10:53:57+00:00',lucene/contrib/misc/src/java/org/apache/lucene/index/balancedsegmentmergepolicy.java,140,1,1,0
13257,0,1,2,3,173,10,1,3,2,277,'2010-12-20 10:53:57+00:00',lucene/contrib/misc/src/java/org/apache/lucene/index/indexsplitter.java,140,1,2,0
13266,0,0,2,4,1035,10,1,16,8,277,'2010-12-20 10:53:57+00:00',lucene/src/java/org/apache/lucene/index/checkindex.java,140,2,2,0
13275,0,0,7,10,1159,10,1,26,16,277,'2010-12-20 10:53:57+00:00',lucene/src/java/org/apache/lucene/index/documentswriter.java,140,6,4,1
13284,0,0,2,2,577,10,1,12,4,277,'2010-12-20 10:53:57+00:00',lucene/src/java/org/apache/lucene/index/logmergepolicy.java,140,1,1,0
13292,0,0,2,2,317,10,1,9,5,277,'2010-12-20 10:53:57+00:00',lucene/src/java/org/apache/lucene/index/mergepolicy.java,140,1,1,0
13301,2,0,2,5,623,10,1,15,13,277,'2010-12-20 10:53:57+00:00',lucene/src/java/org/apache/lucene/index/segmentinfo.java,140,4,1,1
13310,0,0,2,2,368,10,1,2,1,60,'2010-12-20 10:53:57+00:00',lucene/src/test/org/apache/lucene/index/testsizeboundedoptimize.java,140,1,1,0
13321,2,0,0,3,47,12,3,1,0,0,'2010-12-22 12:27:06+00:00',solr/contrib/clustering/src/test/java/org/apache/solr/handler/clustering/distributedclusteringcomponenttest.java,0,3,0,0
13330,12,0,0,13,280,13,3,5,2,270,'2010-12-22 13:36:06+00:00',lucene/src/test/org/apache/lucene/util/lucenejunitresultformatter.java,0,13,0,0
13341,6,1,15,27,1039,15,4,12,5,280,'2010-12-23 15:23:18+00:00',solr/src/java/org/apache/solr/util/solrpluginutils.java,0,17,10,1
13361,0,0,4,4,353,0,5,1,1,122,'2010-12-24 00:03:54+00:00',solr/contrib/clustering/src/main/java/org/apache/solr/handler/clustering/carrot2/lucenelanguagemodelfactory.java,65,2,2,0
13371,0,2,0,3,50,0,5,2,0,1,'2010-12-24 00:03:54+00:00',solr/contrib/clustering/src/test/java/org/apache/solr/handler/clustering/distributedclusteringcomponenttest.java,0,0,3,0
13383,0,0,2,2,52,19,5,2,1,281,'2010-12-24 19:07:57+00:00',solr/src/test/org/apache/solr/core/testxincludeconfig.java,469,1,1,0
13442,0,478,0,479,479,0,6,1,0,282,'2010-12-25 00:59:14+00:00',solr/src/test/org/apache/solr/handler/spellcheckerrequesthandlertest.java,604,0,479,0
13465,242,0,0,243,243,2,6,6,1,282,'2010-12-25 02:51:46+00:00',solr/src/java/org/apache/solr/handler/analysisrequesthandler.java,0,243,0,0
13475,0,0,12,13,1681,5,6,18,2,282,'2010-12-25 05:08:55+00:00',solr/src/java/org/apache/solr/core/solrcore.java,464,1,12,0
13486,0,47,0,49,136,5,6,1,0,282,'2010-12-25 05:08:55+00:00',solr/src/java/org/apache/solr/request/solrqueryrequest.java,464,0,49,0
13496,0,117,0,119,255,5,6,3,0,282,'2010-12-25 05:08:55+00:00',solr/src/java/org/apache/solr/request/solrqueryrequestbase.java,464,0,119,0
13506,0,130,0,141,1045,5,6,14,6,282,'2010-12-25 05:08:55+00:00',solr/src/java/org/apache/solr/util/solrpluginutils.java,464,0,141,0
13515,1,0,4,9,129,5,6,2,0,282,'2010-12-25 05:08:55+00:00',solr/src/webapp/src/org/apache/solr/servlet/solrservlet.java,0,5,4,0
13527,1,0,2,4,70,14,0,2,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/bcdintfield.java,762,3,1,0
13538,1,0,2,4,133,14,0,5,1,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/boolfield.java,762,3,1,1
13549,1,0,2,4,75,14,0,4,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/bytefield.java,762,3,1,1
13560,1,0,2,4,78,14,0,3,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/doublefield.java,762,3,1,0
13571,1,9,3,15,545,14,0,6,1,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/fieldtype.java,762,4,11,0
13582,1,0,2,4,74,14,0,3,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/floatfield.java,762,3,1,1
13591,1,0,2,4,74,14,0,3,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/intfield.java,762,3,1,1
13601,1,0,2,4,78,14,0,3,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/longfield.java,762,3,1,1
13610,1,0,2,3,208,14,0,4,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/randomsortfield.java,762,2,1,0
13618,1,0,2,4,83,14,0,3,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/shortfield.java,762,3,1,0
13626,1,0,2,4,178,14,0,6,1,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/sortabledoublefield.java,762,3,1,1
13635,1,0,2,4,175,14,0,6,1,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/sortablefloatfield.java,762,3,1,1
13643,1,0,2,4,174,14,0,6,1,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/sortableintfield.java,762,3,1,1
13651,1,0,2,4,172,14,0,6,1,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/sortablelongfield.java,762,3,1,1
13660,0,0,2,3,603,14,0,9,3,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/triefield.java,762,2,1,1
13670,0,0,2,2,94,14,0,3,0,283,'2010-12-26 14:25:42+00:00',solr/src/java/org/apache/solr/schema/uuidfield.java,762,1,1,0
