change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
42017,0,0,2,2,128,22,2,2,1,71,'2008-03-11 22:19:48+00:00',jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/mapper/model/mappingdescriptor.java,0,1,1,0
42030,0,0,2,4,38,20,4,2,1,73,'2008-03-13 20:51:02+00:00',jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/managerconstant.java,222,2,2,0
42040,23,0,8,38,828,20,4,2,2,73,'2008-03-13 20:51:02+00:00',jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/objectconverter/impl/objectconverterimpl.java,222,30,8,1
42047,0,0,2,2,444,20,4,3,1,73,'2008-03-13 20:51:02+00:00',jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/manager/objectconverter/impl/simplefieldshelper.java,222,1,1,0
42053,0,0,2,2,129,20,4,2,1,73,'2008-03-13 20:51:02+00:00',jackrabbit-ocm/src/main/java/org/apache/jackrabbit/ocm/query/impl/querymanagerimpl.java,222,1,1,0
42070,2,10,4,21,273,22,1,6,1,470,'2008-03-17 22:24:26+00:00',jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/util/locked.java,0,6,15,0
42078,0,0,2,3,48,10,2,1,1,3,'2008-03-18 10:18:45+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/integration/random/operation/removeversion.java,0,1,2,0
42088,102,1,16,124,421,13,2,3,0,471,'2008-03-18 13:53:14+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/state/xaitemstatemanager.java,324,110,14,1
42097,147,0,0,148,1187,13,2,5,1,471,'2008-03-18 13:53:14+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/xatest.java,0,148,0,0
42120,0,0,4,4,214,15,2,6,4,319,'2008-03-18 15:00:37+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/abstractconcurrencytest.java,0,2,2,0
42141,0,1,8,14,580,16,2,8,7,471,'2008-03-18 16:17:07+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/version/abstractversionmanager.java,158,8,6,0
42152,0,1,2,4,562,16,2,9,4,471,'2008-03-18 16:17:07+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/version/internalversionhistoryimpl.java,158,1,3,0
42163,1,1,7,11,570,16,2,11,7,471,'2008-03-18 16:17:07+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/version/versionmanagerimpl.java,158,7,4,0
42174,0,1,3,6,620,16,2,7,3,471,'2008-03-18 16:17:07+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/version/xaversionmanager.java,158,3,3,0
42185,1,0,0,1,50,16,2,1,1,1,'2008-03-18 16:17:07+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/version/checkinremoveversiontest.java,158,1,0,0
42196,0,0,2,3,42,16,2,1,1,0,'2008-03-18 16:17:07+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/version/testall.java,0,1,2,1
42020,1,0,0,1,0,12,3,7,3,464,'2008-03-12 12:50:20+00:00',jackrabbit-jcr-tests/src/main/java/org/apache/jackrabbit/test/api/lock/locktest.java,0,1,0,0
42029,0,0,13,16,816,1,5,5,3,143,'2008-03-14 01:57:36+00:00',jackrabbit-jcr2spi/src/main/java/org/apache/jackrabbit/jcr2spi/nodetype/effectivenodetypeimpl.java,56,9,7,0
42042,39,0,0,40,42,14,5,0,0,0,'2008-03-14 14:22:22+00:00',jackrabbit-core/src/test/java/org/apache/jackrabbit/core/version/restoretest.java,0,40,0,1
