change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
20825,0,41,34,83,6244,20,4,18,5,930,'2006-06-01 20:56:39+00:00',xkb/xkb.c,250,14,69,0
20833,0,0,16,24,1067,20,4,12,2,930,'2006-06-01 20:56:39+00:00',xkb/xkbleds.c,0,12,12,0
20853,0,11,2,14,1152,10,6,19,3,931,'2006-06-03 10:50:23+00:00',hw/xfree86/loader/loader.c,89,1,13,0
20861,0,9,0,11,269,10,6,5,1,931,'2006-06-03 10:50:23+00:00',hw/xfree86/loader/loader.h,0,0,11,0
20878,2,0,2,6,1398,20,1,18,6,934,'2006-06-05 20:22:06+00:00',hw/xfree86/os-support/bus/pci.c,158,5,1,1
20886,1,0,0,2,444,20,1,16,2,934,'2006-06-05 20:22:06+00:00',hw/xfree86/os-support/bus/pci.h,158,2,0,0
20891,3,0,0,4,946,20,1,19,7,934,'2006-06-05 20:22:06+00:00',hw/xfree86/os-support/bus/linuxpci.c,158,4,0,1
20791,0,234,0,235,235,20,4,10,1,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/aout.h,7557,0,235,0
20796,0,865,0,866,866,20,4,12,1,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/aoutloader.c,7557,0,866,0
20800,0,34,0,35,35,20,4,9,0,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/aoutloader.h,7557,0,35,0
20805,0,74,0,75,75,20,4,8,0,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/ar.h,7557,0,75,0
20809,0,236,0,237,237,20,4,8,0,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/coff.h,7557,0,237,0
20814,0,1358,0,1359,1359,20,4,13,1,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/coffloader.c,7557,0,1359,0
20817,0,37,0,38,38,20,4,9,0,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/coffloader.h,7557,0,38,0
20823,0,711,0,712,712,20,4,9,0,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/elf.h,7557,0,712,0
20826,0,3334,0,3335,3335,20,4,16,2,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/elfloader.c,7557,0,3335,0
20830,0,37,0,38,38,20,4,9,0,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/elfloader.h,7557,0,38,0
20835,0,311,63,381,1537,20,4,16,3,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/loader.c,7557,1,380,0
20841,0,17,7,30,297,20,4,4,1,930,'2006-06-01 20:18:30+00:00',hw/xfree86/loader/loader.h,0,1,29,0
20867,1,2,4,9,615,10,6,9,3,931,'2006-06-03 10:58:37+00:00',hw/xwin/wincursor.c,109,4,5,0
20873,0,1,0,1,56,10,6,3,2,711,'2006-06-03 10:58:37+00:00',hw/xwin/winresource.h,109,0,1,0
20882,0,2,0,3,1291,10,6,18,6,931,'2006-06-03 10:58:37+00:00',hw/xwin/winwndproc.c,0,0,3,0
20895,0,1,0,1,1307,12,3,17,6,935,'2006-06-07 12:06:22+00:00',xext/panoramix.c,30,0,1,0
20902,1,0,0,1,188,12,3,16,5,935,'2006-06-07 12:06:22+00:00',include/globals.h,0,1,0,0
20922,0,0,7,8,1927,19,3,25,9,936,'2006-06-07 19:17:26+00:00',xprint/init.c,52,3,5,1
20929,0,0,2,2,1737,19,3,22,2,936,'2006-06-07 19:17:26+00:00',xprint/attributes.c,0,1,1,0
20938,0,0,2,2,1919,10,4,29,10,936,'2006-06-08 10:17:53+00:00',xprint/init.c,0,1,1,0
20947,1,1,2,4,462,10,4,9,2,936,'2006-06-08 10:35:18+00:00',xprint/ps/pswindow.c,0,2,2,0
20956,0,1,2,4,262,10,4,9,2,936,'2006-06-08 10:53:17+00:00',xprint/ps/pspolygon.c,0,1,3,0
20967,0,1,0,1,416,11,4,12,2,936,'2006-06-08 11:12:16+00:00',xprint/ps/psgc.c,0,0,1,0
20978,9,21,4,43,585,17,4,12,3,937,'2006-06-08 17:46:53+00:00',hw/xwin/winclipboardwndproc.c,0,17,26,0
20988,0,1,0,2,462,9,5,10,2,937,'2006-06-09 09:54:50+00:00',xprint/ps/pswindow.c,0,0,2,0
20999,0,1,0,2,1366,10,5,17,4,937,'2006-06-09 10:44:25+00:00',hw/xfree86/loader/loadmod.c,0,0,2,0
21009,0,0,53,74,706,11,5,12,2,937,'2006-06-09 11:24:57+00:00',record/set.c,0,22,52,0
21020,3,0,0,4,472,10,5,8,2,685,'2006-06-16 10:14:30+00:00',miext/cw/cw_ops.c,0,4,0,0
