change_id,401_lines_added,402_lines_deleted,403_lines_changed,404_loc,405_file_lines,406_time_of_day,407_day_of_week,408_previous_patches,409_previous_buggy_patches,410_file_age,411_commit_time,412_full_path,413_patch_lines,414_lines_inserted,415_lines_removed,500_Buggy?
39682,0,0,4,4,760,11,5,2,1,403,'2008-01-11 11:16:57+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/config/repositoryconfig.java,0,2,2,0
39696,20,21,0,43,1579,16,5,21,16,404,'2008-01-11 16:20:47+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/sessionimpl.java,69,21,22,0
39784,0,0,5,7,4539,22,3,25,18,409,'2008-01-16 22:48:22+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/nodeimpl.java,30,5,2,0
39841,2,10,4,21,273,10,1,3,0,413,'2008-01-21 10:40:00+00:00',jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/util/locked.java,0,6,15,0
39853,0,0,2,2,347,14,1,4,3,276,'2008-01-21 14:49:55+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/aggregateruleimpl.java,0,1,1,0
39865,10,2,4,21,272,9,2,4,0,414,'2008-01-22 09:53:09+00:00',jackrabbit-jcr-commons/src/main/java/org/apache/jackrabbit/util/locked.java,85,15,6,1
39876,0,1,0,2,272,9,2,2,1,35,'2008-01-22 09:53:09+00:00',jackrabbit-spi-commons/src/main/java/org/apache/jackrabbit/spi/commons/lock/locked.java,0,0,2,0
39903,0,0,2,2,401,14,4,4,3,337,'2008-01-24 14:46:42+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/journal/appendrecord.java,63,1,1,0
39913,3,0,0,4,278,14,4,6,4,337,'2008-01-24 14:46:42+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/journal/filejournal.java,63,4,0,1
39923,0,0,2,2,162,14,4,3,2,337,'2008-01-24 14:46:42+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/journal/filerecorditerator.java,63,1,1,0
39934,0,0,2,2,389,14,4,4,3,337,'2008-01-24 14:46:42+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/journal/filerecordlog.java,63,1,1,0
39947,65,0,0,66,68,14,5,0,0,0,'2008-01-25 14:11:59+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/query/lucene/fieldselectors.java,0,66,0,0
39987,0,0,8,9,60,22,0,3,1,420,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/clustercontext.java,2978,5,4,1
39997,0,0,2,3,33,22,0,1,1,230,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/clusteroperation.java,2978,2,1,0
40007,0,0,6,7,55,22,0,3,1,420,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/lockeventchannel.java,2978,4,3,0
40017,0,0,4,5,46,22,0,1,0,420,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/lockeventlistener.java,2978,3,2,0
40027,0,0,4,5,39,22,0,1,1,418,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/namespaceeventchannel.java,2978,3,2,0
40035,0,0,3,5,36,22,0,2,1,418,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/namespaceeventlistener.java,2978,3,2,0
40044,0,0,8,9,55,22,0,2,2,418,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/nodetypeeventchannel.java,2978,5,4,0
40053,1,0,6,9,61,22,0,2,2,418,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/nodetypeeventlistener.java,2978,5,4,0
40064,0,0,8,9,56,22,0,2,1,324,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/update.java,2978,5,4,0
40075,0,0,10,11,58,22,0,4,1,420,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/updateeventchannel.java,2978,6,5,0
40086,0,0,2,3,36,22,0,1,0,420,'2008-01-27 22:00:38+00:00',jackrabbit-core/src/main/java/org/apache/jackrabbit/core/cluster/updateeventlistener.java,2978,2,1,0
