change_id,413_patch_lines,402_lines_deleted,408_previous_patches,414_lines_inserted,403_lines_changed,409_previous_buggy_patches,415_lines_removed,404_loc,410_file_age,405_file_lines,411_commit_time,406_time_of_day,412_full_path,401_lines_added,407_day_of_week,500_Buggy?
51540,118,0,326,3,4,96,3,6,383,22843,'2005-07-19 12:30:01+00:00',12,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,0,2,1
51556,118,1,121,7,2,14,3,10,1504,1131,'2005-07-19 12:30:01+00:00',12,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/classscope.java,5,2,0
51564,118,0,87,4,0,19,0,4,1504,720,'2005-07-19 12:30:01+00:00',12,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/compilationunitscope.java,3,2,0
51572,118,0,56,4,3,5,1,5,1504,1021,'2005-07-19 12:30:01+00:00',12,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/lookupenvironment.java,1,2,0
51601,4211,0,0,85,0,0,0,85,0,0,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/env/eclipsemirrorobject.java,84,2,0
51606,4211,1,13,3,2,10,2,5,55,386,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/aptdispatchrunnable.java,2,2,1
51614,4211,0,2,5,71,0,69,74,102,89,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/eclipsemirrorimpl.java,0,2,0
51621,4211,0,0,531,0,0,0,531,0,0,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/completion/aptcompletioneventimpl.java,530,2,0
51626,4211,0,0,419,0,0,0,419,0,0,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/completion/aptcompletionparticipant.java,418,2,0
51630,4211,0,0,67,0,0,0,67,0,0,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/completion/completionenvimpl.java,66,2,0
51634,4211,0,3,2,4,1,2,4,102,57,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationdeclarationimpl.java,0,2,0
51642,4211,0,2,2,4,1,2,4,102,72,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationelementdeclarationimpl.java,0,2,0
51649,4211,0,9,6,8,2,4,10,102,397,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationmirrorimpl.java,1,2,0
51657,4211,0,7,6,10,1,5,11,102,182,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/annotationvalueimpl.java,1,2,0
51665,4211,0,4,3,6,0,3,6,102,67,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/binaryparameterdeclarationimpl.java,0,2,0
51673,4211,0,3,2,4,1,2,4,102,92,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/classdeclarationimpl.java,0,2,0
51681,4211,0,3,2,4,1,2,4,102,54,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/constructordeclarationimpl.java,0,2,0
51688,4211,0,4,5,10,2,5,10,102,216,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/declarationimpl.java,0,2,0
51695,4211,0,3,2,4,1,2,4,102,40,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/enumconstantdeclarationimpl.java,0,2,0
51702,4211,0,3,2,4,1,2,4,102,73,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/enumdeclarationimpl.java,0,2,0
51710,4211,0,4,10,29,1,21,31,102,124,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/executabledeclarationimpl.java,0,2,0
51719,4211,0,3,3,6,1,3,6,102,81,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/fielddeclarationimpl.java,0,2,0
51726,4211,0,3,2,4,1,2,4,102,57,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/interfacedeclarationimpl.java,0,2,0
51734,4211,0,7,2,4,1,2,4,102,196,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/memberdeclarationimpl.java,0,2,0
51742,4211,0,3,2,4,1,2,4,102,81,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/methoddeclarationimpl.java,0,2,0
51750,4211,0,7,5,10,3,5,10,102,232,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/packagedeclarationimpl.java,0,2,0
51758,4211,0,3,3,6,1,3,6,70,90,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/packagedeclarationimplnobinding.java,0,2,0
51767,4211,0,4,2,4,1,2,4,102,114,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/parameterdeclarationimpl.java,0,2,0
51775,4211,0,5,3,6,0,3,6,70,115,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/sourceparameterdeclarationimpl.java,0,2,0
51784,4211,0,5,3,6,3,3,6,102,198,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/typedeclarationimpl.java,0,2,0
51793,4211,0,6,3,6,1,3,6,102,153,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/declaration/typeparameterdeclarationimpl.java,0,2,0
51800,4211,0,0,629,0,0,0,629,0,910,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/baseprocessorenv.java,628,2,1
51804,4211,0,0,25,0,0,0,25,0,25,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/itypeconstants.java,24,2,0
51809,4211,417,18,50,271,11,667,717,102,1335,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/env/processorenvimpl.java,1,2,1
51817,4211,0,3,4,6,1,4,8,102,80,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/arraytypeimpl.java,0,2,0
51824,4211,0,2,2,4,1,2,4,102,103,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/errortype.java,0,2,0
51831,4211,0,4,2,4,1,2,4,102,75,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/primitivetypeimpl.java,0,2,0
51839,4211,0,4,2,4,1,2,4,102,43,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/voidtypeimpl.java,0,2,0
51846,4211,0,3,6,9,1,5,11,102,81,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/type/wildcardtypeimpl.java,0,2,0
51854,4211,0,7,57,28,3,15,72,102,486,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/factory.java,35,2,0
51862,4211,1,3,3,4,2,3,6,70,41,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/packageutil.java,0,2,0
51870,4211,0,5,19,6,2,3,22,102,340,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/typesutil.java,15,2,0
51877,0,0,0,421,0,0,0,421,0,421,'2005-07-19 22:36:29+00:00',22,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/util/visitors.java,420,2,1
51885,360,15,11,160,113,4,63,223,33,0,'2005-07-27 23:57:36+00:00',23,org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/factorypathconfigurationblock.java,68,3,1
51893,360,0,4,2,0,1,0,2,13,0,'2005-07-27 23:57:36+00:00',23,org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/messages.java,1,3,0
51909,69,0,33,3,0,13,0,3,1514,139,'2005-07-28 16:52:26+00:00',16,org.eclipse.jdt.core/batch/org/eclipse/jdt/internal/compiler/batch/classpathdirectory.java,2,4,0
51915,69,0,34,5,4,11,2,7,1514,97,'2005-07-28 16:52:26+00:00',16,org.eclipse.jdt.core/batch/org/eclipse/jdt/internal/compiler/batch/classpathjar.java,2,4,0
51921,69,0,33,7,0,16,0,7,1514,206,'2005-07-28 16:52:26+00:00',16,org.eclipse.jdt.core/batch/org/eclipse/jdt/internal/compiler/batch/filesystem.java,6,4,0
51929,0,0,202,1,2,126,1,2,1514,2720,'2005-07-28 16:52:26+00:00',16,org.eclipse.jdt.core/batch/org/eclipse/jdt/internal/compiler/batch/main.java,0,4,0
51941,0,0,2,7,14,1,7,14,72,129,'2005-07-28 23:10:05+00:00',23,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/util/annotationscanner.java,0,4,0
51951,43,0,12,7,2,5,1,8,38,0,'2005-08-02 00:26:04+00:00',0,org.eclipse.jdt.apt.ui/src/org/eclipse/jdt/apt/ui/internal/preferences/factorypathconfigurationblock.java,4,2,0
51964,630,27,48,442,4,10,31,473,221,3712,'2005-08-02 11:30:09+00:00',11,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/model/javasearchbugstests.java,437,2,0
51980,0,18,47,26,24,10,29,55,689,814,'2005-08-02 11:30:09+00:00',11,org.eclipse.jdt.core/search/org/eclipse/jdt/internal/core/search/matching/patternlocator.java,6,2,0
52018,298,0,62,162,171,19,11,173,554,2826,'2005-08-03 16:20:10+00:00',16,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/astconverterjavadoctest.java,0,3,0
52025,298,0,59,54,2,37,1,55,392,6617,'2005-08-03 16:20:10+00:00',16,org.eclipse.jdt.core.tests.model/src/org/eclipse/jdt/core/tests/dom/astconvertertestast3_2.java,52,3,1
52033,0,1,311,2,0,142,1,3,1520,9405,'2005-08-03 16:20:10+00:00',16,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/parser/parser.java,1,3,0
52044,0,0,17,3,14,7,14,17,73,226,'2005-08-04 17:55:42+00:00',17,org.eclipse.jdt.apt.core/src/org/eclipse/jdt/apt/core/internal/aptcompilationparticipant.java,0,4,1
51520,121,0,0,97,0,0,0,97,0,289,'2005-07-18 19:22:45+00:00',19,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/regressiontests.java,96,1,1
51524,121,0,10,1,0,0,0,1,88,52,'2005-07-18 19:22:45+00:00',19,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/testall.java,1,1,0
51536,229,0,325,119,2,96,1,120,383,22725,'2005-07-19 11:05:17+00:00',11,org.eclipse.jdt.core.tests.compiler/src/org/eclipse/jdt/core/tests/compiler/regression/generictypetest.java,116,2,0
51551,229,0,68,10,2,20,2,12,1504,606,'2005-07-19 11:05:17+00:00',11,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/compiler.java,8,2,0
51559,0,0,56,10,8,6,3,13,1504,650,'2005-07-19 11:05:17+00:00',11,org.eclipse.jdt.core/compiler/org/eclipse/jdt/internal/compiler/lookup/typebinding.java,3,2,0
51604,1189,0,2,3,6,2,3,6,36,84,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/apitests.java,0,2,0
51612,1189,0,1,14,10,1,5,19,8,429,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/annotationvalueconversiontests.java,9,2,0
51619,1189,0,2,8,4,2,2,10,89,494,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/aptbuildertests.java,6,2,1
51628,1189,0,6,9,6,5,4,13,89,426,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/aptreconciletests.java,5,2,0
51636,1189,0,3,2,4,2,2,4,7,120,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/factoryloadertests.java,0,2,0
51644,1189,0,1,3,6,1,3,6,7,91,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/javaversiontests.java,0,2,0
51651,1189,0,1,2,4,1,2,4,27,83,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/mirrordeclarationtests.java,0,2,0
51659,1189,0,2,3,6,2,3,6,70,93,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/mirrortests.java,0,2,0
51667,1189,0,2,4,8,1,4,8,27,122,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/mirrorutiltests.java,0,2,0
51675,1189,0,2,10,16,1,8,18,63,159,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/perftests.java,2,2,0
51683,1189,0,7,8,8,5,5,13,32,167,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/preferencestests.java,3,2,1
51690,1189,0,1,9,16,1,8,17,55,193,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/readannotationtests.java,1,2,0
51697,1189,0,1,3,4,1,2,5,1,97,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/regressiontests.java,1,2,0
51704,1189,0,5,9,18,4,9,18,89,337,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/testutil.java,0,2,0
51712,1189,0,1,1,2,1,1,2,89,18,'2005-07-19 23:20:27+00:00',23,org.eclipse.jdt.apt.tests/src/org/eclipse/jdt/apt/tests/annotations/extradependency/extradependencyannotation.java,0,2,0
